Start_Time,ORB_Range,ORB_Mid,ORB_Size_ATR_Ratio,Gap_From_PrevClose,Gap_From_SessionOpen,WickTop_ORB,WickBottom_ORB,ORB_DirectionBias,ORB_VolumeRatio,HighLowSymmetry,ORB_Slope,ORB_StdDev,ORB_MomentumScore,Return_1,Return_3,Return_5,Return_10,ATR_Diff_1,ATR_Diff_5,RSI_0,RSI_Change_5,MACD_Hist_0,MACD_Hist_Change_5,Stoch_K_0,EMA9_Gap,EMA9_Slope,EMA21_Gap,EMA21_Slope,VWAP_Gap,VWAP_Slope,BullishCandleRatio_5,VolumeSpikeScore,PrevDayHigh_Dist,PrevDayLow_Dist,GapUpOrDown,End_Time,Profit,Label
1/4/2023 10:01:00 AM,84.75,13165.13,4,8805.5,8805,3.5,23.75,-1,4,-0.17,-1.3333,11.3556,-1.62,-0.0025,-0.0023,-0.0029,-0.0042,3.0998,2.3076,32.89,-12.48,-7.14,-1.12,63.68,-28.67,-12.09,-38.25,-8.4,-50.52,11.77,0.4,2.25,8870.5,8785.75,1,1/4/2023 10:03:00 AM,-855.68,0
1/6/2023 9:45:00 AM,149.5,13031.25,6.49,8620.25,8619.75,0.25,9.25,-1,1,-0.06,-6.95,45.6705,-0.39,-0.0007,-0.0033,-0.003,-0.0105,-0.3494,-0.0984,25.34,-6.32,-14.12,-10.76,13.29,-40.81,-44,-68.76,-28.32,-69.85,30.27,0.4,0.05,8769,8621,1,1/6/2023 9:55:00 AM,-925.68,0
1/9/2023 9:46:00 AM,49.75,13380.63,3.07,9066.5,9066.5,5,0,1,1.48,1.22,2.3,14.7769,0.82,0.001,0.0033,0.0025,0.003,0.1583,2.1303,70.34,9.44,8.58,0.58,90,26.71,14.64,38.02,9.71,74.59,-38.67,0.8,0.51,9068.5,9019.75,1,1/9/2023 10:36:00 AM,1614.32,1
1/10/2023 10:13:00 AM,108,13353,5.13,9048.75,9050.25,5.25,2,1,2.08,1.15,2.8333,16.2411,1.71,0.0027,0.0035,0.0035,0.0056,1.7085,0.7098,70.24,13.61,7.65,1.7,76.43,35.99,17.1,47.66,10.71,86.42,-41.25,0.6,1.11,9069,8961,1,1/10/2023 10:30:00 AM,-845.68,0
1/11/2023 10:10:00 AM,67,13485.5,4.9,9178,9177,2.25,2.75,1,0.72,1.01,1.6333,9.6352,0.37,0.0004,0.0011,0.0018,0.0016,-0.2827,-0.6901,62.21,12.99,1.96,0.94,80.31,12.41,12.61,17.07,6.03,46.35,-24.1,0.4,-0.29,9182,9115,1,1/11/2023 10:37:00 AM,-550.68,0
1/12/2023 9:45:00 AM,150,13604.75,6.14,9196.25,9195.75,7,0.75,-1,1.06,-0.08,-8.9167,39.9151,-0.6,-0.0011,-0.0043,-0.0068,-0.0062,-0.1474,1.2117,25.57,-17.81,-18.97,-6.92,3.57,-49.43,-44.06,-79.56,-28.65,-110.58,17.24,0.2,-0.01,9342.75,9194.25,1,1/12/2023 10:05:00 AM,-980.68,0
1/13/2023 10:01:00 AM,50.25,13602.38,2.61,9281.5,9281,21.25,17,1,3.34,1.23,2.7667,9.503,1.06,0.0015,0.0016,0.001,0.0015,3.0366,1.9232,63.82,2.58,8.66,0.8,44.75,15.65,6.87,24.45,6.9,19.17,-0.25,0.6,1.87,9290.5,9240.25,1,1/13/2023 2:32:00 PM,1919.32,1
1/16/2023 10:11:00 AM,23.25,13760.63,5.29,9414,9414,0,5.75,-1,2.04,-0.01,-0.6833,5.4545,-0.74,-0.0002,-0.0002,-0.0006,-0.0012,0.3541,0.2159,33.47,-10.42,-0.66,-1.53,33.57,-5.84,-6.84,-8.83,-3.67,10.3,-19.97,0.2,0.59,9434.25,9411.5,1,1/16/2023 10:35:00 AM,-180.68,0
1/17/2023 10:01:00 AM,71,13746,4.77,9437.75,9437.75,10.75,0,1,2.83,1.21,2.95,11.8009,1.43,0.0015,0.0021,0.0014,0.0034,1.3158,0.4242,69.14,6.12,6.39,2.43,73.22,21.35,8.76,30.93,7.37,54.35,-38.35,0.6,1.37,9443.5,9373.5,1,1/17/2023 10:42:00 AM,-600.68,0
1/18/2023 10:01:00 AM,54.5,13860.5,3.43,9543.5,9543,8.75,0,1,2.88,1.17,3.05,13.852,1.05,0.0012,0.002,0.0025,0.0017,0.7591,-0.1386,64.75,14.02,3.09,1.87,88.51,21.24,10.59,28.59,6.27,63.59,-27.92,0.4,1.51,9550.75,9496.25,1,1/18/2023 10:19:00 AM,-640.68,0
1/18/2023 10:38:00 AM,54.5,13860.5,3.81,9512.5,9513.5,1.75,1.75,-1,1.67,0,-2.5333,12.4552,-1.22,-0.0013,-0.0016,-0.0016,-0.0025,0.5154,0.7259,33.64,-6.67,-6.86,-2.61,25.98,-18.66,-13.14,-28.8,-9.5,-11.13,-11.78,0.4,0.43,9549.75,9495.25,1,1/18/2023 10:52:00 AM,1424.32,1
1/19/2023 9:45:00 AM,51,13582,3.42,9228.5,9228,2,1,-1,1.27,-0.16,-1.3167,14.8533,-1.11,-0.0012,-0.0036,-0.0039,-0.0032,0.3525,1.774,38.21,-30.9,10.21,-0.54,3.71,-29.38,-11.1,-26.98,0.31,-27.88,-22.62,0.4,0.45,9270.5,9221,1,1/19/2023 10:19:00 AM,-600.68,0
1/20/2023 9:52:00 AM,60,13574.5,4.35,9264.25,9264.25,3.5,1.25,1,1.85,1.17,3.4167,13.7822,0.98,0.001,0.0017,0.0023,0.0021,0.3426,0.4525,67.12,15.87,2.24,3.05,85.18,19.37,9.89,26.6,6.23,40.47,-11.3,0.6,0.89,9267.5,9207.5,1,1/20/2023 10:01:00 AM,-555.68,0
1/20/2023 10:03:00 AM,60,13574.5,4.54,9260.25,9260.25,2,0.5,1,0.6,1.02,1.4333,11.4142,0.59,0.0006,-0.0003,-0.001,-0.0017,-0.2277,0.181,52.99,-10.01,7.31,-0.45,44.01,-0.74,-5.78,3.07,1.06,27.16,-40.16,0.4,-0.31,9267,9207,1,1/20/2023 11:12:00 AM,1314.32,1
1/23/2023 9:46:00 AM,79.5,13872.5,5.41,9561.5,9561.5,1.5,0,1,0.73,1.02,3.9167,22.4133,1.06,0.0011,0.0008,0.001,0.0025,0.1971,-0.7548,67.03,0.62,10.15,5.4,62.04,18.66,20.31,34.14,15.01,62.09,-43.09,0.6,-0.09,9575.25,9496.25,1,1/23/2023 10:02:00 AM,1464.32,1
1/24/2023 9:47:00 AM,62,14032.25,3.78,9710.75,9712.75,1,10,1,1.36,1.17,3.5333,13.0224,1.45,0.0017,0.0012,0.002,0.0027,1.4114,2.5508,70.41,7.67,8.16,3.15,76.05,22.48,16.06,34.53,11.38,27.83,1.33,0.8,0.41,9724.25,9664.75,1,1/24/2023 10:00:00 AM,-660.68,0
1/24/2023 10:15:00 AM,62,14032.25,3.84,9707,9709,3,4.75,1,1.09,1.03,1.3167,15.5177,1.24,0.0014,0.0012,0.0022,0.0028,0.891,-0.5883,58.83,12.3,-4.18,0.32,83.92,20.76,13.87,20.75,3.24,15.74,13.26,0.4,0.27,9725.25,9663.25,1,1/24/2023 10:20:00 AM,-155.68,0
1/25/2023 9:54:00 AM,65.75,13852.13,4.17,9506,9506,0.75,3.25,-1,1.3,-0.01,-2.9667,14.0218,-1.58,-0.0018,-0.0016,-0.0021,-0.0024,1.017,1.1768,33.13,-11.67,-5.36,-1.36,25.38,-22.12,-11.46,-30.02,-7.4,-103.82,72.57,0.2,0.37,9547.5,9481.75,1,1/25/2023 11:13:00 AM,-635.68,0
1/26/2023 9:45:00 AM,61.75,14205.13,3.91,9842,9841.5,0.25,10.75,-1,0.93,0,-0.2833,15.1851,-0.29,-0.0003,-0.0015,-0.0028,-0.0016,-0.0215,2.3139,41.14,-19.05,7.9,-3.08,20.25,-20.25,-16.86,-20.83,-4.3,31.32,-74.23,0.2,0.09,9899,9838.75,1,1/26/2023 10:17:00 AM,-10.68,0
1/26/2023 10:29:00 AM,61.75,14205.13,3.97,9850.75,9853.75,0.5,2.75,-1,1.37,-0.04,0.85,12.4448,-1.13,-0.0013,-0.0016,-0.0018,-0.0007,0.4006,-0.8751,50.15,-14.62,9.45,4.21,9.17,-12.47,5.02,-2.74,8.53,24.95,-48.95,0.6,0.47,9897.5,9835.75,1,1/26/2023 10:55:00 AM,1549.32,1
1/27/2023 9:46:00 AM,62.5,14234,5,9918.5,9918,2.25,0,1,1.36,1.1,2.9833,9.0593,1.32,0.0011,0.0012,0.0016,0.0015,0.4814,0.8157,73.57,6.97,11.15,1.95,65.63,18.55,11.3,31.43,10.38,55.1,-32.51,0.4,0.54,9928.25,9866.75,1,1/27/2023 10:08:00 AM,1244.32,1
1/27/2023 10:58:00 AM,62.5,14234,4.81,9923,9924,1.75,1.75,1,0.98,1.16,-3.8833,19.46,1.08,0.001,0.0002,-0.0004,-0.0009,0.3463,0.426,39.55,4.01,-11.04,-5.14,46.46,-0.42,-15.79,-15.06,-13.65,14.34,-22.92,0.2,-0.07,9926.75,9864.25,1,1/27/2023 11:34:00 AM,1294.32,1
1/30/2023 9:48:00 AM,51.25,14246.13,3.52,9934.75,9934.75,1.5,1.5,1,0.97,1.2,1.5167,15.8472,0.74,0.0008,0.0024,0.0031,0.0037,-0.0635,1.2493,67.53,22.02,0.95,1.65,91.48,24.52,15.25,31.32,6.92,10.77,32.81,0.6,0.14,9934.25,9884,1,1/30/2023 9:55:00 AM,-590.68,0
1/30/2023 9:57:00 AM,51.25,14246.13,3,9919.75,9919.75,6,1.75,1,1.33,1.03,2.2667,16.9199,0.97,0.0012,-0.0003,-0.0003,0.0001,0.5516,2.9192,55.29,-7.41,6.39,1.32,43.46,6.25,-2.14,11.22,2.9,2.14,-6.89,0.6,0.2,9934.25,9884.5,1,1/30/2023 10:15:00 AM,-250.68,0
1/31/2023 9:49:00 AM,69,14164.5,3.52,9850.75,9850.75,2.75,2,1,1.1,1.04,2.15,12.329,0.7,0.0009,0.0014,0.0004,0.0029,-0.0835,2.3091,61.71,-2.73,7.29,2.06,87.91,16.14,7.07,25.96,6.95,74.82,-63.48,0.6,0.04,9862,9793,1,1/31/2023 10:00:00 AM,-790.68,0
2/1/2023 10:52:00 AM,54.75,14289.63,4.85,9927.25,9928.75,1,5.5,-1,1.84,-0.04,-2.75,13.0313,-0.51,-0.0004,-0.0018,-0.0017,-0.0032,0.0736,0.6223,28.79,-11.25,-3.74,-3.49,23.98,-18.6,-14.27,-27.77,-8.81,-30.15,3.48,0.2,0.43,9978,9923.75,1,2/1/2023 11:18:00 AM,-455.68,0
2/2/2023 10:01:00 AM,67.5,14864.5,3.38,10496.25,10495.75,5.75,11.25,-1,1.77,-0.17,-2.7333,22.035,-0.69,-0.001,-0.0018,-0.0024,-0.0042,0.8276,-0.7497,35.27,-11.5,1.87,-7.16,23.81,-26.62,-22.41,-35.97,-11.25,30.08,-68.33,0,0.79,10561.25,10493.75,1,2/2/2023 10:18:00 AM,-805.68,0
2/3/2023 9:47:00 AM,133.5,14786.25,5.32,10500.5,10502.5,2.5,11.5,1,1.18,1.16,7,28.595,1.39,0.0023,0.0023,0.0024,0.0051,1.8211,2.0484,73.52,3.8,21.49,7.9,72.74,37.71,25.31,66.29,23.46,70.78,-38.11,0.4,0.4,10514,10383,1,2/3/2023 10:39:00 AM,2504.32,1
2/6/2023 10:03:00 AM,63,14695,3.07,10387.75,10387.75,6.5,9.75,1,1.24,1.08,0.6667,14.3789,0.3,0.0004,0.0014,0.0021,0.002,0.1512,-0.1022,60.72,9.1,4.97,0.08,78.03,18.43,15.79,25.94,8.13,34.99,0.93,1,0.19,10388,10326,1,2/6/2023 10:16:00 AM,-825.68,0
2/7/2023 9:51:00 AM,50.25,14674.88,3.49,10346,10347,0.75,3.5,1,1.16,1.03,3.0833,11.1153,1.3,0.0013,0.0017,0.0011,0.001,0.6626,0.8637,62.03,5.4,3.62,1.12,55.88,16.32,2.64,21.37,3.28,13.35,1.07,0.4,0.31,10363,10312.75,1,2/7/2023 9:54:00 AM,-580.68,0
2/7/2023 10:01:00 AM,50.25,14674.88,3.15,10321.5,10321,6.5,2,-1,1.38,-0.05,-2.55,13.4635,-0.7,-0.0008,-0.0015,-0.0024,-0.0037,0.2907,0.3099,35.88,-15.51,0.13,-3.48,20.76,-20.21,-15.89,-26.41,-7.65,-39.66,6.16,0.4,0.28,10363,10312.75,1,2/7/2023 10:04:00 AM,-320.68,0
2/8/2023 9:54:00 AM,65,14877.25,3.81,10510,10510,3.25,4.75,-1,0.91,-0.12,-3.5167,20.887,-0.62,-0.0007,-0.0017,-0.0041,-0.0045,0.112,2.9508,27.71,-30.67,0.3,-4.51,22.29,-30.87,-29.03,-40.42,-13,-63.73,-0.27,0.2,-0.28,10572.25,10507.25,1,2/8/2023 10:16:00 AM,-685.68,0
2/8/2023 10:26:00 AM,65,14877.25,4.23,10508,10512.5,1,3.25,-1,0.67,-0.1,-0.8167,14.5676,-0.54,-0.0006,-0.0007,-0.0025,-0.0023,-0.2214,-1.0462,40.16,-17.21,1.09,0.02,23.14,-15.87,-16.71,-18.16,-5.66,-49.36,9.61,0.2,-0.19,10570.75,10506.25,1,2/8/2023 10:53:00 AM,1534.32,1
2/9/2023 10:28:00 AM,90.5,14844.25,5.27,10472.25,10475.75,0.75,10.25,-1,2.23,-0.11,-3.95,20.3038,-1.25,-0.0014,-0.0027,-0.0045,-0.0043,1.1799,2.1979,28.54,-26.3,-0.01,-3.68,22.32,-38.02,-27.09,-47.83,-11.93,-37.79,-31.04,0,0.63,10551,10460.5,1,2/9/2023 10:51:00 AM,-690.68,0
2/9/2023 10:55:00 AM,90.5,14844.25,6.3,10466.5,10467.5,0.25,1.5,-1,0.84,-0.03,-0.1833,7.9283,-0.59,-0.0005,-0.0003,-0.0011,0.0009,-0.3159,-0.8588,45.72,-8.51,-5.24,3.44,34.54,-3.94,1.45,-5.08,-0.09,-26.46,11.29,0.6,-0.14,10551,10460.5,1,2/9/2023 10:58:00 AM,-205.68,0
2/10/2023 10:03:00 AM,82.5,14513.75,3.89,10148.5,10148.5,7.5,2.25,-1,1.27,-0.03,-2.6333,19.9836,-0.74,-0.0011,-0.0026,-0.0031,-0.0028,0.3314,1.1489,38.49,-12.72,-1.28,-4.03,21.52,-24.13,-19.62,-33.16,-9.98,-46.16,4.08,0.6,0.09,10217.5,10135,1,2/10/2023 10:11:00 AM,-855.68,0
2/13/2023 9:51:00 AM,76,14551,4.6,10248,10248,1,5.25,1,0.94,1.09,5.0833,20.3615,0.7,0.0008,0.0018,0.0009,0.002,0.0932,0.5779,63.26,2.07,5.65,4.8,68.32,17.46,12.4,28.31,9.65,66.79,-53.13,0.8,0.07,10252.5,10177,1,2/13/2023 9:54:00 AM,-665.68,0
2/13/2023 9:56:00 AM,76,14551,4.69,10247.5,10247.5,4,0,1,0.73,1.03,1.65,10.087,0.39,0.0005,0.0016,-0.0003,0.0006,-0.4207,-0.3186,59.13,-4.13,7.24,1.59,73.34,10.94,2.27,19.07,5,59.96,-58.96,0.6,-0.2,10251,10176,1,2/13/2023 10:14:00 AM,-190.68,0
2/14/2023 9:46:00 AM,120.25,14611.63,4.52,10324.75,10324.25,0.75,1,1,1.27,1.2,7.0667,36.4936,1.28,0.0024,0.0026,0.0043,0.0061,0.7013,0.7856,64.09,13.19,-3.15,10.4,69.27,42.2,31.23,54.78,15.69,9.99,50.09,0.4,0.3,10334.75,10215.5,1,2/14/2023 10:12:00 AM,2659.32,1
2/15/2023 9:50:00 AM,70.25,14742.88,3.95,10438,10439,0,4.75,1,1.11,1.16,2.4833,14.0756,0.8,0.001,0.0016,0.0022,0.0033,0.0945,-0.0691,66.73,11.13,8.04,2.29,89.98,21.35,14.35,33.07,10.28,50.26,-20.35,0.6,0.21,10441,10370.75,1,2/15/2023 9:54:00 AM,-715.68,0
2/15/2023 10:08:00 AM,70.25,14742.88,3.7,10384.25,10383.25,2.5,6.25,-1,1.32,-0.01,-3.35,9.5507,-0.76,-0.001,-0.0019,-0.0012,-0.0004,0.3299,-0.0552,38.36,-5.47,-5.16,-1.82,21.07,-17.66,-7.75,-25.73,-6.29,-31.22,10.97,0.4,0.52,10441,10370.75,1,2/15/2023 10:12:00 AM,-135.68,0
2/16/2023 9:48:00 AM,71.5,14693.25,3.79,10382.25,10383.25,4.75,3,1,0.86,1.01,1.1833,17.3509,0.54,0.0008,0.0015,0.002,0.0046,-0.0648,2.1193,60.61,10.47,1.4,3.62,74.46,17.27,10.58,24.09,6.56,-62.23,84.4,0.6,0.02,10391.5,10320,1,2/16/2023 10:50:00 AM,1879.32,1
2/17/2023 9:46:00 AM,77.5,14546,5.14,10175,10174.5,0,0.25,-1,1.69,-0.24,-4.0667,23.7347,-1.53,-0.0016,-0.0028,-0.0016,-0.0056,0.6288,1.5308,28.81,-1.37,-8.35,-6.01,14.21,-30.77,-20.59,-46.81,-14.59,-60.45,32.61,0.4,0.66,10247.75,10171.25,1,2/17/2023 10:04:00 AM,-610.68,0
2/17/2023 10:07:00 AM,77.5,14546,5.44,10174.5,10173,1.75,8.5,-1,1.01,0,1.5,16.5385,-0.28,-0.0003,-0.0006,0.0007,0.0019,0.0006,0.1316,52.46,4.53,-8.44,7.63,54.22,4.82,15,6.9,5.6,-28.47,36.72,0.6,0.02,10248.25,10170.75,1,2/17/2023 10:14:00 AM,-270.68,0
2/20/2023 10:05:00 AM,11.5,14551,3.85,10209,10209,1.25,0.25,-1,1.11,-0.04,-0.4167,2.4991,-0.92,-0.0001,-0.0001,-0.0002,-0.0004,0.0971,0.0232,36.11,-5.29,-0.91,-0.36,31.41,-2.71,-3.08,-4.14,-1.73,0.46,-4.96,0.2,-0.28,10218.25,10207.25,1,2/20/2023 11:18:00 AM,-10.68,0
2/21/2023 9:59:00 AM,68.25,14415.63,4.05,10067,10067,1.75,2.75,-1,0.85,-0.02,-4.1,17.0528,-1.44,-0.0017,-0.0019,-0.0028,-0.0023,0.9154,1.3208,34.12,-17.82,-0.39,-4.13,29.89,-24.03,-13.14,-31.19,-7.17,-54.95,13.61,0.4,0.06,10112.25,10045,1,2/21/2023 1:35:00 PM,1679.32,1
2/22/2023 9:46:00 AM,47.5,14300.25,3.61,9978.25,9977.75,2.75,2.75,1,1.4,1.08,2.35,11.395,1.01,0.0009,0.0009,0.0011,0.0029,0.4296,1.1099,70.64,7.83,5.13,3.11,69.52,15.38,12.86,24.17,8.76,44.48,-25.89,0.6,0.48,9987,9940.5,1,2/22/2023 9:54:00 AM,-530.68,0
2/22/2023 10:01:00 AM,47.5,14300.25,3.6,9946.5,9946,3.25,4.75,-1,1.49,-0.01,-3.4667,16.7877,-0.57,-0.0005,-0.0011,-0.0014,-0.0023,0.1767,-0.5356,31.65,-10.43,0.14,-5.52,23.53,-16.57,-16.44,-24.08,-8.88,-10.79,-9.38,0.2,0.57,9987,9939.5,1,2/22/2023 10:17:00 AM,1314.32,1
2/23/2023 10:07:00 AM,62.5,14389.5,4.3,10031.25,10030.25,1.25,2,-1,2.09,-0.19,-3.4833,17.9548,-1.52,-0.0015,-0.0022,-0.0033,-0.0045,0.8253,0.3241,29.61,-19.16,-1.81,-3.81,11.75,-29.9,-23.13,-39.41,-11.38,-27.93,-23.98,0,0.72,10083.75,10021.25,1,2/23/2023 10:50:00 AM,1444.32,1
2/24/2023 9:46:00 AM,62,14173,4.46,9809.75,9809.25,0,8.25,-1,1.5,-0.02,-1.6167,14.5216,-0.41,-0.0004,-0.0014,-0.0022,-0.0026,0.0073,0.3387,37.58,-15.53,3.53,-1.64,17.92,-19.88,-16.74,-22.43,-5.37,-81.85,40.85,0.2,0.5,9867,9806,1,2/24/2023 11:28:00 AM,-10.68,0
2/27/2023 9:59:00 AM,33.75,14287.38,2.85,9959.5,9959.5,1,0.25,1,2.06,1.11,1.3833,9.3785,0.97,0.0008,0.0016,0.0016,0.0023,0.0697,-0.4512,64.95,13.78,-0.8,1.83,92.8,17.85,9.59,21.57,4.1,57.67,-37.67,0.6,1.01,9966.25,9933.5,1,2/27/2023 10:37:00 AM,-480.68,0
2/27/2023 10:40:00 AM,33.75,14287.38,2.78,9934.5,9934.5,3.75,0.75,-1,0.95,-0.16,-4.0667,22.6465,-0.49,-0.0004,-0.001,-0.0031,-0.0036,-0.1253,2.1809,21.82,-19.16,-5.63,-7.02,31.55,-22.64,-27.79,-38.14,-16.61,-4.5,-36.5,0.2,-0.36,9966.75,9934,1,2/27/2023 1:00:00 PM,-330.68,0
2/28/2023 9:47:00 AM,57,14231,4.78,9917.25,9916.75,1.25,1.75,1,0.92,1.16,2.8,15.9602,1.24,0.0011,0.0011,0.0019,0.0031,0.449,1.952,70.16,12.36,1.52,5.17,62.98,20.28,16.38,29,9.5,22.71,0.54,0.6,0,9922.5,9866.5,1,2/28/2023 9:49:00 AM,-480.68,0
2/28/2023 10:01:00 AM,57,14231,4.16,9917.25,9916.75,3,7.75,1,2.09,1.18,1.1167,10.7337,1.13,0.0011,0.0012,0.0019,0.0027,0.9652,0.4003,63.78,12.65,3.82,0.55,82.14,16.41,8.61,22.32,5.31,23.38,-1.04,0.4,1.27,9922.5,9865.5,1,2/28/2023 10:04:00 AM,-320.68,0
3/1/2023 9:50:00 AM,56,14193,4.1,9880.25,9881.25,3.25,2.25,1,1.25,1.27,3.45,16.5496,1.37,0.0013,0.0019,0.0031,0.0025,0.8155,1.8138,66.87,21.86,-1.16,3.84,87.74,23.73,18.38,29.96,8.29,11.35,33.82,0.6,0.31,9884,9828,1,3/1/2023 10:00:00 AM,-550.68,0
3/1/2023 10:06:00 AM,56,14193,3.36,9842.5,9841.5,0.25,0,-1,2.24,-0.14,-4.8167,17.9319,-1.33,-0.0016,-0.0034,-0.0034,-0.0047,0.4487,2.1267,25.01,-20.24,-0.51,-4.28,4.68,-35.6,-21.81,-45.31,-10.48,-63.95,13.7,0.2,0.61,9884,9828,1,3/1/2023 10:40:00 AM,-265.68,0
3/2/2023 9:49:00 AM,36.75,14025.63,3.13,9706,9706,6.5,0,1,0.91,1.01,1.2167,8.057,0.13,0.0001,0.0004,0.0014,0.0021,-0.2878,0.3215,63.42,10.95,5.18,1.11,69.56,8.35,9.52,15.03,6.52,3.85,13.73,0.8,-0.09,9707,9670.25,1,3/2/2023 10:22:00 AM,-10.68,0
3/2/2023 10:23:00 AM,36.75,14025.63,3.11,9702.25,9707.25,1.25,0.25,1,0.93,1.14,-1.2,9.4299,0.66,0.0006,-0.001,-0.0011,-0.0006,-0.1789,0.2351,43.82,-7.22,2.72,-3.75,30.02,-7.28,-12,-10.94,-5.24,1.96,-18.71,0.2,-0.08,9705,9668.25,1,3/2/2023 11:34:00 AM,-10.68,0
3/3/2023 9:46:00 AM,34.75,14289.88,3.53,9969,9968.5,3.5,0.25,1,1.57,1.37,2.45,11.5452,1.5,0.001,0.0012,0.0022,0.0026,0.6649,1.0072,72.3,25.18,-0.27,2.76,82.45,18.48,13.33,23.28,6.21,64.59,-35,0.8,0.69,9970.25,9936.5,1,3/3/2023 10:03:00 AM,-10.68,0
3/3/2023 10:08:00 AM,34.75,14289.88,2.5,9967.5,9966.5,3.5,5.75,1,0.96,1.14,-1.6667,17.2634,0.54,0.0005,-0.001,-0.0005,-0.0026,0.2193,1.425,43.38,-1.13,5.87,-5.96,34.38,-9.36,-16.77,-12.76,-6.54,33,-46.17,0.4,-0.11,9970.25,9935.5,1,3/3/2023 10:26:00 AM,1384.32,1
3/6/2023 9:48:00 AM,43,14536,3.61,10186.75,10186.75,1,0.75,-1,1,-0.03,-1.3167,10.2577,-0.86,-0.0007,-0.0023,-0.0024,-0.0007,0.0066,0.9781,38.2,-24.12,3.55,0.17,6.48,-18.84,-5.9,-18.98,-0.47,6.87,-40.96,0.2,-0.09,10220,10178,1,3/6/2023 9:54:00 AM,-480.68,0
3/6/2023 10:09:00 AM,43,14536,3.63,10211,10211,1.5,0.75,1,1.9,1.08,1.6167,8.2275,1.01,0.0009,0.0019,0.0016,0.0016,0.186,0.1221,65.24,11.61,2.13,0.77,77.26,18.72,8.21,23.64,4.43,49.58,-24.33,0.8,0.81,10219,10176.5,1,3/6/2023 10:44:00 AM,1179.32,1
3/7/2023 10:01:00 AM,48,14498,3.91,10157.5,10157,0,5,-1,4.42,-0.65,-4.75,16.807,-4.2,-0.0036,-0.0038,-0.0044,-0.0047,3.4219,2.9758,21.19,-28.76,0.09,-3.17,23.21,-47.7,-18.09,-56,-8.36,-61.93,-3.98,0.2,2.13,10185,10137,1,3/7/2023 10:08:00 AM,1219.32,1
3/8/2023 9:45:00 AM,51.25,14351.38,4.52,9998.25,9997.75,6,1.25,-1,1.01,-0.14,-1.8167,12.7334,-1.41,-0.0012,-0.0015,-0.0015,-0.0015,0.9169,1.7475,32.66,-14.42,-1.38,-2.08,26.37,-16.12,-6.96,-20.94,-4.29,-18.85,-1.98,0.4,0.1,10040,9990.25,1,3/8/2023 9:58:00 AM,-460.68,0
3/8/2023 10:01:00 AM,51.25,14351.38,3.5,10002.25,10001.75,5,11,-1,4.5,-0.54,-2.2,11.2103,-2.82,-0.0029,-0.0034,-0.0021,-0.0022,3.279,2.8953,32.83,-14.14,-2.79,1.81,50.76,-30,1.54,-32.86,0.16,-37.61,8.94,0.6,2.03,10040,9988.75,1,3/8/2023 10:07:00 AM,-315.68,0
3/9/2023 9:46:00 AM,61.25,14421.63,5.11,10103,10102.5,5,1.5,1,1.06,1,2.85,12.1667,1.08,0.0009,0.0016,0.0009,0.0007,0.5777,0.1006,65.72,4.59,5.9,1.07,79.76,14.21,3.83,21.22,4.55,75.01,-63.51,0.4,0.51,10115.25,10055,1,3/9/2023 10:07:00 AM,1194.32,1
3/9/2023 10:20:00 AM,61.25,14421.63,4.54,10112.75,10117.25,5.5,0.75,1,0.74,1.08,-3.0333,19.3663,0.41,0.0004,-0.0012,-0.0017,-0.0033,-0.1338,1.4495,39.97,-8.47,2.99,-7.32,20.88,-12.33,-20.39,-20.53,-10,44.35,-68.19,0.6,-0.32,10113.25,10052.5,1,3/9/2023 12:02:00 PM,-545.68,0
3/10/2023 9:46:00 AM,133,14122,6.62,9726.75,9726.25,1,5.25,-1,1.18,-0.06,-7.1333,34.6927,-0.8,-0.0011,-0.0021,-0.0032,-0.0043,0.1665,0.3268,20.13,-6.37,-28.03,-6.7,15.73,-32.68,-37.89,-65.82,-30.37,-115.64,66.06,0.2,0.29,9851.5,9719.5,1,3/10/2023 9:59:00 AM,-810.68,0
3/13/2023 9:49:00 AM,111.5,13908.5,3.58,9619.75,9619.75,4,19,1,1.94,1.19,2.65,32.719,0.93,0.0021,0.0071,0.0082,0.0091,1.6059,4.5894,64.96,25.77,-12.01,2.08,91.66,68.78,28.27,72.64,6.02,-51.53,161.95,0.4,0.84,9627.25,9516.25,1,3/13/2023 11:03:00 AM,3104.32,1
3/14/2023 10:23:00 AM,83.5,14271.25,5.23,9966.75,9971.75,1,1.5,1,1.76,1.13,0.8167,7.7891,1.13,0.0013,0.002,0.0016,0.0017,0.3479,0.0597,65.29,12.41,4.74,-1.42,80.07,17.42,2.75,21.47,2.36,107.59,-83.76,0.6,0.83,9974,9890.5,1,3/14/2023 1:17:00 PM,-645.68,0
3/15/2023 10:35:00 AM,82.75,14265.63,3.49,9896.5,9897.5,0.25,0.75,-1,1.34,-0.25,-2.7833,14.0785,-1.33,-0.0023,-0.0033,-0.0021,-0.0022,0.7328,0.9894,38.34,-6.65,-4.66,-1.06,16.02,-27.99,-8.58,-35.84,-5.92,-53.05,16.05,0.6,0.1,9968.5,9885.75,1,3/15/2023 10:59:00 AM,-955.68,0
