Start_Time,ORB_Range,ORB_Mid,ORB_Size_ATR_Ratio,Gap_From_PrevClose,Gap_From_SessionOpen,WickTop_ORB,WickBottom_ORB,ORB_DirectionBias,ORB_VolumeRatio,HighLowSymmetry,ORB_Slope,ORB_StdDev,ORB_MomentumScore,Return_1,Return_3,Return_5,Return_10,ATR_Diff_1,ATR_Diff_5,RSI_0,RSI_Change_5,MACD_Hist_0,MACD_Hist_Change_5,Stoch_K_0,EMA9_Gap,EMA9_Slope,EMA21_Gap,EMA21_Slope,VWAP_Gap,VWAP_Slope,BullishCandleRatio_5,VolumeSpikeScore,PrevDayHigh_Dist,PrevDayLow_Dist,GapUpOrDown,End_Time,Profit,Label
9/5/2023 10:25:00 AM,57,17332.75,4.24,13018.25,13018.25,1.75,0.75,1,1.26,1.07,2.4333,11.9609,0.95,0.0007,0.0011,0.0012,0.0022,0.1384,-1.2643,67.68,8.99,4.23,3.22,77.61,18.24,14.56,27.16,9.05,35.11,-11.53,0.8,0.4,13026.75,12970.25,1,9/5/2023 10:28:00 AM,-160.68,0
9/6/2023 9:46:00 AM,43.75,17336.63,3.5,13012.5,13012,7.75,1.5,1,1.06,1.05,1.7667,10.494,0.94,0.0006,0.0012,0.0017,0.0022,0.653,1.9852,64.94,21.68,-2.55,1.44,70.65,17.14,11.95,19.41,3.99,17.36,16.22,1,0.24,13021.5,12978.75,1,9/6/2023 9:48:00 AM,-505.68,0
9/6/2023 9:53:00 AM,43.75,17336.63,3.16,13019.75,13020.75,4.5,2.25,1,0.9,1.08,2.0667,11.6532,0.34,0.0003,0.0018,0.0016,0.0013,-0.1818,0.5838,61.32,16.06,-0.4,1.06,85.72,15.85,3.84,19.09,1.73,18.56,5.35,0.6,-0.02,13021,12977.25,1,9/6/2023 9:57:00 AM,-285.68,0
9/7/2023 10:41:00 AM,83.5,17053.5,6.36,12756.25,12757.25,3.5,3.5,1,1.83,1.13,2.4667,17.7454,0.95,0.0007,0.0016,0.0031,0.0027,0.4902,1.3035,70.72,25.59,2.4,1.7,94.29,27.24,24.16,35.83,10.99,11.92,44.49,1,0.35,12757.75,12674.25,1,9/7/2023 11:25:00 AM,-530.68,0
9/8/2023 9:49:00 AM,88.5,17168,7.4,12862,12862,2.75,0,1,1.11,1.04,1.75,5.9236,1.42,0.001,0.0009,0.0006,0.0009,0.6184,1.215,74.7,-0.29,16.77,-0.15,50.22,13.2,5.89,27.14,9.89,69.12,-57.29,0.6,0.28,12875.25,12786.75,1,9/8/2023 9:56:00 AM,-485.68,0
9/8/2023 10:13:00 AM,88.5,17168,6.48,12874.25,12875.75,2.25,2.5,1,0.89,1.11,3.15,15.452,0.73,0.0006,0.0013,-0.0003,0.001,0.0836,0.5303,58.83,-4.84,6.46,-0.12,72.74,9.93,-1.94,15.1,1.92,61.94,-69.86,0.4,-0.06,12874.25,12785.75,1,9/8/2023 10:35:00 AM,-320.68,0
9/11/2023 9:46:00 AM,72.5,17267.5,5.81,12896.75,12896.75,8.25,0.5,-1,0.92,-0.03,-4.0167,24.5052,-0.36,-0.0003,-0.0007,-0.0004,-0.0035,0.0588,-0.1023,27.32,-1.03,-8.2,-6.28,29.06,-14.91,-18.45,-29.23,-13.83,-16,2.83,0.6,0.11,12966.25,12894.25,1,9/11/2023 11:28:00 AM,-505.68,0
9/12/2023 10:04:00 AM,59,17272,5.21,12958,12958,4.5,1.5,1,1.01,1.01,1.4333,9.3442,0.57,0.0004,0.0004,-0.0004,0.0005,0.091,0.1305,58.37,-8.27,7.29,0.02,47.45,3.37,-1.33,8.62,2.85,13.83,-21.74,0.2,-0.06,12964,12905,1,9/12/2023 10:23:00 AM,-460.68,0
9/12/2023 10:28:00 AM,59,17272,5.27,12912.5,12916,0,3.75,-1,2.08,-0.03,-3.9667,20.9579,-0.89,-0.0006,-0.0018,-0.0023,-0.0036,0.1973,0.9534,18.28,-17.26,-3.81,-6.13,18.48,-27.13,-25.82,-40.71,-14.54,-46.33,6.58,0,0.46,12963,12904,1,9/12/2023 11:10:00 AM,1114.32,1
9/13/2023 10:06:00 AM,68,17184.5,4.15,12818.5,12817.5,0.5,8,-1,1.39,-0.02,-2.85,16.405,-0.38,-0.0003,-0.002,-0.0021,-0.0012,-0.1244,-0.1535,35.52,-12.25,0.22,-3.75,13.75,-25.88,-18.9,-34.24,-8.97,-12.98,-30.69,0.2,0.44,12881.5,12813.5,1,9/13/2023 10:27:00 AM,-660.68,0
9/13/2023 10:41:00 AM,68,17184.5,5.76,12878,12879,7,0,1,1.92,1.04,3.15,12.0474,0.47,0.0003,0.0012,0.0018,0.0016,0.0732,-0.415,73.52,11.21,11.19,4.48,88.51,18.68,17.48,34.68,14.13,59.15,-27.57,0.6,0.65,12881,12813,1,9/13/2023 10:45:00 AM,-145.68,0
9/14/2023 9:51:00 AM,56.25,17267.63,3.6,12907.5,12908.5,5.75,2.25,-1,1.77,-0.08,-1.2167,9.8609,-0.62,-0.0006,-0.0013,-0.0019,-0.0022,0.1627,0.054,30.48,-17.95,-4.29,-0.83,15.23,-18.77,-12.04,-26.07,-6.93,-27.93,-1.65,0,0.68,12958.75,12902.5,1,9/14/2023 10:38:00 AM,-630.68,0
9/14/2023 10:45:00 AM,56.25,17267.63,4.82,12953.5,12955,0.5,0.5,1,0.91,1.12,4.3333,16.3517,0.99,0.0006,0.0007,0.0019,0.0024,0.0637,0.4785,76.24,8.36,13.8,4.8,72.83,20.27,21.62,38.53,17,50.01,-17.43,0.6,-0.21,12958.25,12902,1,9/14/2023 11:41:00 AM,-10.68,0
9/15/2023 9:47:00 AM,105.5,17231.75,7.65,12849.5,12851.5,0.25,3.25,-1,1.1,-0.02,-6.4667,22.9182,-0.83,-0.0007,-0.0008,-0.0021,-0.0039,0.0937,1.3216,15.4,-6.66,-17.64,-6.28,32.32,-24.84,-30.01,-48.14,-22.52,-110.84,72.67,0.2,-0.02,12945.5,12842.5,1,9/15/2023 10:52:00 AM,1374.32,1
9/18/2023 10:18:00 AM,92,17046,6.87,12753.5,12753.5,0.25,1.75,1,0.74,1.01,2.4,14.9348,0.24,0.0002,0.0011,0.0003,0.0028,-0.6258,-1.7025,61.3,-0.36,5.82,2.45,83.49,11.64,10.5,20.04,7.69,39.76,-35.17,0.6,-0.05,12755.5,12664,1,9/18/2023 10:29:00 AM,-540.68,0
9/19/2023 9:51:00 AM,49.25,17005.63,3.36,12665.75,12666.75,0.75,1.25,-1,1.75,-0.08,-2.25,10.2537,-1.76,-0.0015,-0.0015,-0.002,-0.0015,1.0068,0.92,35.03,-15.09,-3.27,-0.21,23.67,-21.63,-10.49,-26.8,-5.48,-60.54,22.21,0.6,0.82,12693.25,12644,1,9/19/2023 1:09:00 PM,-10.68,0
9/20/2023 9:57:00 AM,55.5,17059.75,5.47,12746.5,12746,0,3.25,1,0.77,1.06,0.5167,6.5308,0.74,0.0005,0.0006,0.0009,0.0003,0.0471,-0.5601,61.08,8.77,1.47,1.25,84.04,10.72,6.01,14.75,3.61,37.11,-19.03,0.8,0.02,12750.5,12695,1,9/20/2023 9:59:00 AM,-410.68,0
9/20/2023 10:15:00 AM,55.5,17059.75,4.83,12700,12702,1.5,4.75,-1,1.75,-0.04,-2.6167,10.6491,-0.7,-0.0004,-0.0014,-0.0018,-0.0014,0.2121,0.3726,31.79,-14.23,-5.27,-1.66,11.14,-18.3,-10.73,-27.03,-7.25,-24.62,-6.8,0.2,0.63,12749.5,12694,1,9/20/2023 2:01:00 PM,1144.32,1
9/21/2023 9:47:00 AM,45.25,16654.63,2.77,12304.25,12306.25,11.5,4,-1,0.89,-0.07,-2.4667,11.7312,-0.89,-0.0009,-0.0015,-0.0023,-0.0023,1.0512,2.5723,43.19,-17.89,5.84,-2.86,18.69,-16.65,-11.51,-17.27,-3.09,-54.79,19.71,0.6,0.1,12338.25,12295.5,1,9/21/2023 10:39:00 AM,-660.68,0
9/21/2023 10:49:00 AM,45.25,16654.63,3.5,12304,12304.5,1.25,0.5,-1,1.35,-0.04,0.15,13.5811,-0.91,-0.0007,-0.0007,-0.0014,-0.0021,0.0436,-0.8802,43.57,-13.52,6.33,-1.04,18.96,-14.44,-10.08,-12.84,-1.43,-31.44,3.27,0.2,0.48,12339.25,12294,1,9/21/2023 10:51:00 AM,-90.68,0
9/22/2023 9:48:00 AM,53,16571.5,4.27,12256.75,12257.75,1,4.25,1,0.94,1.03,1.2667,15.0894,0.44,0.0003,0.0024,0.0021,0.0023,-0.1284,1.3179,61.41,22.37,-9.4,2.31,96.35,22.36,14.62,21.68,2.27,28.53,9.88,0.6,0.03,12260.5,12207.5,1,9/22/2023 9:55:00 AM,-500.68,0
9/22/2023 10:00:00 AM,53,16571.5,4.12,12256,12255.5,0.75,1,1,1.13,1.17,3.1,7.7679,1.07,0.0008,0.0009,0.0014,0.0008,0.2028,-0.1547,63.22,12.73,0.4,2.6,75.59,14.86,7.99,19.81,4.59,33.2,-6.28,0.6,0.3,12261,12208,1,9/22/2023 10:01:00 AM,-520.68,0
9/25/2023 9:47:00 AM,85,16482,5.48,12171.5,12171.5,1.75,1,1,1.02,1.02,4.3167,25.1465,1.16,0.0011,0.0013,0.0009,0.0033,0.4028,0.9138,66.56,0.3,8.64,5.69,59.7,19.29,16.39,33.27,13.01,17.04,-0.79,0.4,0.12,12187,12102.5,1,9/25/2023 10:09:00 AM,-625.68,0
9/25/2023 10:17:00 AM,85,16482,6.08,12187,12187,2.5,3,1,0.99,1.06,0.3167,7.2339,0.48,0.0004,0.001,0.0007,0.0011,-0.1323,-0.6221,58.47,5.6,2.18,-1.3,77.66,10.23,5.39,12.09,2.23,17.12,-3.03,0.6,0.23,12188,12104,1,9/25/2023 10:19:00 AM,-130.68,0
9/26/2023 9:50:00 AM,43.5,16481.5,3.24,12140.5,12141.5,1.75,1.25,-1,1.05,-0.07,-1.3833,10.8122,-1.56,-0.0013,-0.0013,-0.0018,-0.0023,0.8139,1.3854,37.69,-12.41,-2.36,-0.6,26.64,-18.18,-10.31,-22.9,-5.19,-49.35,20.26,0.4,0.05,12166.25,12122.75,1,9/26/2023 10:19:00 AM,1334.32,1
9/26/2023 10:47:00 AM,43.5,16481.5,3.81,12122.75,12124.25,0,1,-1,1.35,-0.41,0.75,11.2106,-1.64,-0.0011,0,0.0009,0.0014,0.6416,1.211,58.11,2.45,4.84,3.64,63.77,2.51,14.17,11.79,9.5,-31.88,44.63,0.8,0.03,12164.75,12121.75,1,9/26/2023 11:31:00 AM,1134.32,1
9/27/2023 9:45:00 AM,40,16426.25,3.21,12093.5,12093,1.75,6,1,1.23,1.06,2.5333,7.8246,1.48,0.0011,0.0016,0.0013,0.0016,1.06,2.0429,68.22,13.22,0.14,1.12,80.97,19.53,7.21,23.16,3.29,31.15,-6.24,0.8,0.34,12109.25,12070.75,1,9/27/2023 9:51:00 AM,-505.68,0
9/27/2023 10:02:00 AM,40,16426.25,3.05,12081.75,12080.75,11,2.5,-1,1.78,-0.03,-3.1667,10.842,-1.03,-0.0008,-0.0009,-0.0012,-0.0021,1.0674,0.1291,34.1,-10.89,0.33,-3.15,29.13,-16.66,-12.64,-21.57,-6.17,-15.12,-9.05,0.2,0.65,12109.25,12069.25,1,9/27/2023 10:29:00 AM,-375.68,0
9/28/2023 9:54:00 AM,52,16344.25,2.69,12031.75,12031.75,3,0.5,1,1.68,1.36,2.7333,16.7569,1.02,0.0012,0.0023,0.0036,0.004,0.299,0.1895,63.5,18.33,-0.37,3.19,87.44,30.21,18.2,37.92,8.27,13.2,36.89,0.8,0.59,12032.75,11980.75,1,9/28/2023 10:32:00 AM,-780.68,0
9/29/2023 9:49:00 AM,39.5,16653.5,2.59,12321.5,12321.5,12,0.25,1,2.51,1.3,1.9833,10.3394,1.74,0.0016,0.0011,0.0024,0.0022,1.8091,2.8439,64.44,20.78,-0.06,1.1,55.37,24.94,10.89,28.86,4.61,73.78,-38.78,0.6,1.21,12336.25,12296.75,1,9/29/2023 10:24:00 AM,-615.68,0
9/29/2023 10:25:00 AM,39.5,16653.5,2.86,12313.5,12318,0,1.5,-1,2.04,-0.03,-3.5833,15.5804,-1.41,-0.0012,-0.0021,-0.0026,-0.0031,0.5712,0.9442,28.68,-17.27,-2.26,-4.7,11.5,-30.06,-17.7,-40.67,-10.11,1.94,-41.27,0.4,0.62,12334.75,12295.25,1,9/29/2023 10:28:00 AM,-325.68,0
10/2/2023 9:45:00 AM,108.25,16558.88,8.63,12264.5,12264.5,4.5,1.25,1,0.79,1,5.5,28.8654,0.96,0.0007,0.0009,0.0003,0.003,0.401,-0.1187,77.97,-4.32,20.56,5.95,60.36,19.04,19.71,42.73,19.85,34.76,-26.68,0.4,0.03,12276,12168.25,1,10/2/2023 9:48:00 AM,-505.68,0
10/2/2023 10:01:00 AM,108.25,16558.88,6.38,12240.75,12240.75,3.5,16.25,1,2.91,1.04,0.9,11.3794,2.31,0.0024,0.0017,0.002,0.0016,3.2337,2.9378,65.99,10.25,8.66,-3.87,45.84,28.9,6.58,34.65,4.4,37.35,-4.77,0.6,1.97,12275,12167.75,1,10/2/2023 10:12:00 AM,-390.68,0
10/3/2023 9:50:00 AM,51,16556,3.46,12228.75,12229.75,4.5,0.75,1,1.44,1.13,1.6,8.5043,1.51,0.0013,0.0018,0.0014,0.0016,0.9813,1.0086,65.19,6.83,8.8,-0.83,61.42,20.77,4.44,28.85,5.35,-2.66,20.24,0.4,0.58,12244.5,12193.5,1,10/3/2023 10:01:00 AM,-595.68,0
10/3/2023 10:03:00 AM,51,16556,2.58,12228.25,12228.25,2.75,4.5,-1,1.73,-0.06,-1.8,28.2449,-1.95,-0.0023,-0.0048,-0.0052,-0.0047,1.9974,5.5439,34.79,-31.78,12.14,-4.01,15.52,-50.73,-29.87,-53.85,-7.62,-62.81,-24.53,0.2,0.33,12244,12193,1,10/3/2023 10:18:00 AM,1974.32,1
10/4/2023 10:09:00 AM,85.5,16448.75,4.62,12084.75,12083.75,4.5,3.5,-1,1.33,-0.06,-4.7167,21.5229,-1.12,-0.0013,-0.0012,-0.0013,-0.0034,0.7878,0.8926,31.95,-4.06,-5.38,-6.56,38.84,-24.96,-17.12,-37.94,-12.3,13.21,-34.37,0.6,0.32,12154.5,12069,1,10/4/2023 10:14:00 AM,-745.68,0
10/4/2023 10:29:00 AM,85.5,16448.75,4.96,12074.75,12077.75,0,2.25,-1,1.1,-0.06,-2.85,12.6065,-0.74,-0.0007,-0.0016,-0.0007,-0.0022,-0.1727,-0.1803,37.8,-2.75,-5.17,-1.21,21.17,-17.31,-10.62,-24.79,-6.93,7.51,-26.09,0.4,0.14,12153,12067.5,1,10/4/2023 10:32:00 AM,-460.68,0
10/5/2023 9:49:00 AM,71.25,16547.88,4.88,12182.75,12182.75,2.5,3,-1,0.82,-0.02,-3.45,21.26,-0.6,-0.0005,-0.0005,-0.0009,-0.0027,-0.0278,0.3125,36.56,-2.66,-5.8,-5.45,44.58,-15.13,-13.06,-26.56,-10.29,-44.44,30.86,0.6,-0.02,12246.5,12175.25,1,10/5/2023 10:06:00 AM,1454.32,1
10/6/2023 10:24:00 AM,98.75,16408.63,4.64,12106,12110.5,4,8,1,1.47,1.05,5.9667,21.6564,0.85,0.001,0.003,0.0017,0.0016,0.6694,1.0203,64.37,5.7,7.27,3.66,83.75,28.38,9.21,41.02,8.57,32.28,-8.28,0.4,0.33,12119,12020.25,1,10/6/2023 11:05:00 AM,2124.32,1
10/9/2023 9:45:00 AM,80.25,16646.63,5.01,12347,12347,2,4.5,1,0.63,1.06,1.4667,21.2746,0.48,0.0005,0.0024,0.0029,0.0034,-0.1364,1.1304,64.08,19.9,-4.46,2.26,93.19,27.87,22.07,32.21,7.19,33.74,16.26,0.8,-0.34,12349.75,12270,1,10/9/2023 10:05:00 AM,-645.68,0
10/9/2023 10:11:00 AM,80.25,16646.63,4.89,12340.5,12340.5,1,0.5,1,1.05,1.11,-0.5167,20.9669,1.11,0.0011,0.0023,0.0019,-0.0006,0.2573,-0.1333,55.14,13.91,-0.46,-6.3,84.45,17.29,-2.4,13.52,-4.26,30.88,6.87,0.8,0.13,12349.25,12270,1,10/9/2023 10:13:00 AM,-410.68,0
10/10/2023 9:59:00 AM,46,16860,3.51,12545.25,12544.75,3.25,3.25,1,1.01,1.08,0.2833,9.4293,0.32,0.0003,0.0004,0.0006,0.0019,-0.1812,-0.7085,60.4,3.19,4.35,1.73,62.53,9.93,8.29,16.22,5.97,22.26,-8.43,0.8,0.09,12546,12500,1,10/10/2023 10:31:00 AM,1304.32,1
10/11/2023 10:01:00 AM,64.25,17012.13,4.85,12650,12649.5,1.5,2,-1,1.48,-0.16,-1.95,9.8632,-1.32,-0.001,-0.0009,-0.0012,-0.0012,0.5956,-0.4133,35.29,-9.21,-3.6,-2.97,43.34,-16.51,-9.5,-23.95,-6.83,-12.8,-10.45,0.2,0.66,12707.25,12643,1,10/11/2023 10:40:00 AM,-535.68,0
10/11/2023 10:46:00 AM,64.25,17012.13,5.37,12648.5,12650,3.5,1.25,-1,0.98,-0.14,0.45,6.5524,-1.28,-0.0009,-0.0005,-0.0011,-0.0006,0.6186,0.3125,43.88,-13.26,1.24,0.85,32.32,-10.2,-2.36,-9.65,0.16,-9.95,-12.88,0.4,0.06,12706.25,12642,1,10/11/2023 10:52:00 AM,-340.68,0
10/12/2023 10:07:00 AM,50.25,17048.13,3.71,12726,12724.5,0.75,2.25,1,1.7,1.14,2.4167,13.9442,1.31,0.0011,0.002,0.0026,0.0028,0.5555,1.235,69.08,20.49,0.98,3,89.43,26.92,15.87,34.67,7.87,21.32,19.43,0.8,0.41,12736.75,12686.5,1,10/12/2023 1:04:00 PM,-545.68,0
10/13/2023 10:08:00 AM,64.25,16991.63,3.42,12623.75,12622.75,5.75,6,-1,1.32,-0.16,-3.05,20.3207,-0.61,-0.0007,-0.0011,-0.0013,-0.0031,0.3421,-0.4402,35.43,-7.31,-4.29,-4.9,27.32,-20.14,-17.94,-30.89,-11.14,-17.12,-11.96,0,0.35,12686.75,12622.5,1,10/13/2023 10:54:00 AM,1874.32,1
10/16/2023 10:13:00 AM,91.25,16871.38,6.01,12576,12576,6.25,2.5,1,1.72,1.03,3.8,13.9848,0.49,0.0004,0.0013,0.0025,0.0022,0.0825,-0.0048,67.99,15.66,7.01,2.41,90.81,22.48,17.76,34.18,10.96,82.33,-44.41,0.6,0.63,12580,12489.75,1,10/16/2023 12:01:00 PM,-10.68,0
10/17/2023 9:46:00 AM,41.75,16780.38,2.77,12429.25,12428.75,0,5.5,-1,1.85,-0.47,-3.1667,13.0877,-1.71,-0.0015,-0.002,-0.0016,-0.0017,1.2432,2.1707,26.44,-4.21,-10.12,-1.04,19.28,-27.77,-14.14,-40.18,-10.36,-112.56,80.39,0.4,0.82,12464.25,12423.5,1,10/17/2023 10:08:00 AM,-610.68,0
10/17/2023 10:12:00 AM,41.75,16780.38,2.71,12459.5,12460.5,7.75,1,1,1.65,1.3,5.6667,26.5913,1.09,0.001,0.0016,0.0029,0.004,0.7766,1.8667,74,15.14,1.5,10.67,80.33,31.6,35.79,48.09,19.67,-10.42,64.09,0.8,0.2,12463.75,12422,1,10/17/2023 10:38:00 AM,1534.32,1
10/18/2023 10:20:00 AM,74,16818.75,4.63,12499.25,12503.75,4.5,1.5,1,2.02,1.02,3.4,13.269,1.2,0.0011,0.0017,0.0024,0.0024,0.7124,0.4668,67.56,15.58,4.04,1.42,91.92,26.21,15.58,34.77,8.38,33.3,9.28,0.8,0.92,12516.75,12443.25,1,10/18/2023 10:30:00 AM,-645.68,0
10/18/2023 10:37:00 AM,74,16818.75,4.9,12448.25,12448.75,0.75,4.75,-1,1.9,-0.16,-6.4,33.6713,-1.09,-0.0009,-0.0014,-0.0022,-0.0041,0.5311,-0.3701,29.67,-10.49,-3.52,-10.24,16.55,-29.09,-29.58,-45.64,-17.83,-54.88,18.54,0.2,0.7,12517.75,12443.75,1,10/18/2023 10:41:00 AM,-120.68,0
10/19/2023 10:29:00 AM,85,16723.5,5.31,12359,12362,3.25,2.5,-1,1.62,-0.03,-4.6167,19.1472,-1.19,-0.0012,-0.0022,-0.0017,-0.003,0.6717,-0.4511,33.79,-9.15,-1.35,-4.83,10.88,-26.35,-15.18,-35.43,-8.62,-24.71,-1.7,0.4,0.95,12427.5,12342.5,1,10/19/2023 11:47:00 AM,-645.68,0
10/20/2023 10:12:00 AM,74.75,16505.13,4.18,12141,12142,2,1.25,-1,1.96,-0.27,-4.4167,16.4518,-1.73,-0.0019,-0.0018,-0.0028,-0.0037,1.2583,0.7635,30.74,-13.92,-4.38,-4.18,28.13,-34.27,-21.69,-46.12,-12.35,-51.3,-1.29,0.2,0.61,12205,12130.25,1,10/20/2023 10:56:00 AM,1784.32,1
10/23/2023 9:56:00 AM,115.5,16229,6.19,11934.5,11934.5,2,8.5,1,0.94,1.01,6.1167,37.7235,0.83,0.001,0.0008,0.0024,0.0055,0.5657,0.4919,68.59,9.77,0.19,12.2,75.9,29.05,34.23,44.92,19.03,23.06,12.44,0.6,-0.02,11948.75,11834.25,1,10/23/2023 11:15:00 AM,1859.32,1
10/24/2023 10:30:00 AM,75,16457.5,4.81,12156.25,12159.75,1.75,9,1,1.24,1.13,2.25,17.8805,0.61,0.0006,0.0012,0.0009,0.0037,0.3593,-0.6911,65.3,4.32,4.71,3.44,89.87,18.03,16.76,27.45,10.12,53.82,-38.07,0.8,0.38,12156,12081.5,1,10/24/2023 11:22:00 AM,-630.68,0
10/25/2023 9:46:00 AM,122.75,16344.88,8.89,11951.75,11951.25,0,0.75,-1,0.99,-0.08,-7.3833,22.1433,-1.09,-0.0009,-0.0019,-0.0022,-0.0023,0.1492,1.1822,13.38,-1.85,-25.44,-4.96,18.07,-27.34,-25.34,-55.59,-23.71,-116.85,77.19,0.2,0.18,12069.25,11947.5,1,10/25/2023 9:57:00 AM,-555.68,0
10/25/2023 10:01:00 AM,122.75,16344.88,8.47,11971.75,11971.25,0,2,-1,1.97,-0.06,0.1833,12.2697,-2.26,-0.002,-0.0013,-0.001,-0.0001,1.5584,0.7354,36.87,-4.38,-17.2,7.75,67.08,-15.18,8.5,-21.6,-0.68,-97.82,85.65,0.8,0.81,12069.25,11946.5,1,10/25/2023 10:05:00 AM,-270.68,0
10/26/2023 9:49:00 AM,90.25,16070.88,4.01,11698.75,11698.75,8.25,0.25,-1,1.22,-0.07,-6.3667,21.0987,-0.73,-0.0011,-0.0033,-0.0036,-0.0022,0.1928,1.9361,35.41,-16.86,-3.42,-2.29,13.84,-33.16,-12.65,-43.01,-7.53,-3.66,-47.67,0.4,0.36,11779,11688.75,1,10/26/2023 10:50:00 AM,-10.68,0
10/26/2023 10:56:00 AM,90.25,16070.88,5.65,11690.25,11691.25,6.5,1.25,-1,1.13,-0.1,4.95,27.7415,-0.7,-0.0007,-0.0008,-0.0008,0.0021,0.2328,-0.7394,62.71,-11.16,14.64,8.47,17.51,-0.24,17.28,19.45,17.58,10.97,-20.97,0.6,0.21,11777.5,11687.75,1,10/26/2023 11:13:00 AM,1589.32,1
10/27/2023 9:50:00 AM,48.25,15982.13,2.57,11636,11637,0.5,4.5,-1,1.27,-0.09,-1.8833,12.2072,-1.04,-0.0012,-0.0026,-0.0029,-0.0011,0.4403,1.4516,39.38,-21.87,1.83,0.52,8.41,-22.6,-4.26,-23.91,-0.47,-16.43,-21.82,0.4,0.21,11669.25,11621,1,10/27/2023 10:05:00 AM,-755.68,0
10/30/2023 9:46:00 AM,102.75,16043.13,8.07,11755.5,11755.5,1.5,0,1,1.07,1.09,6.1,28.045,0.92,0.0007,0.0006,0.0019,0.0035,0.04,0.8491,72.77,3.15,16.13,6.45,73.95,22.78,22.89,44.39,19.25,76.57,-49.57,0.6,0.39,11757,11654.75,1,10/30/2023 10:03:00 AM,-515.68,0
10/30/2023 10:08:00 AM,102.75,16043.13,6.61,11747,11747,3.25,5.5,1,0.98,1.02,-0.9333,15.2474,0.74,0.0008,0.0012,0.0005,-0.0015,0.3624,0.6194,52.99,5.26,7.37,-8.54,65.45,5.11,-12.78,2.87,-5.87,47.75,-41.09,0.4,-0.07,11756,11653.75,1,10/30/2023 10:12:00 AM,-290.68,0
10/31/2023 9:53:00 AM,102,16034.75,6.84,11653.75,11654.75,1.75,1.5,-1,1.64,-0.11,-1.05,8.2633,-1.24,-0.0012,-0.002,-0.0018,-0.0013,0.5257,0.5451,30.16,-9.55,-14.76,1.56,19.82,-22.06,-7.94,-34.8,-8.96,-66.89,36.14,0.4,0.58,11748.25,11646.25,1,10/31/2023 10:00:00 AM,-600.68,0
10/31/2023 10:06:00 AM,102,16034.75,7.1,11651,11650,6.25,2.25,-1,0.66,-0.02,-1.2833,7.3674,-0.47,-0.0004,-0.0008,-0.0009,0,0.0682,0.2708,38.04,-7.21,-8.9,2.99,32.72,-8.99,-3.15,-14.29,-3.63,-52.62,37.03,0.2,-0.27,11748.75,11646.75,1,10/31/2023 10:08:00 AM,-300.68,0
11/1/2023 9:47:00 AM,53.5,16199,3.96,11870.25,11872.25,0.25,5.5,1,1.14,1.07,3.5,12.5165,1.52,0.0013,0.0005,0.0016,0.0024,0.9812,1.5283,70.15,4.44,10.44,2.23,59.56,17.64,16.46,29.78,12.05,84.64,-57.64,0.6,0.11,11886.75,11835.75,1,11/1/2023 9:59:00 AM,-545.68,0
11/1/2023 10:02:00 AM,53.5,16199,3.61,11874,11873,4.5,0,1,1.78,1.01,-0.2167,10.2074,1.05,0.0009,0.0015,0.0009,-0.0003,0.3995,1.7065,58.77,8.81,7.42,-4.58,35.67,9.92,-6.5,11.88,-1.41,68.76,-56.93,0.6,0.64,11888.75,11835.25,1,11/1/2023 10:06:00 AM,-595.68,0
11/2/2023 10:08:00 AM,48.75,16585.13,3.57,12225.75,12224.75,6.25,0.5,-1,1.74,-0.31,-2.5167,8.3536,-1.26,-0.0011,-0.0014,-0.0017,-0.0019,0.7949,0.4678,31.87,-15.87,-3.41,-1.05,12.09,-19.34,-10.15,-25.49,-5.9,2.82,-29.65,0.2,0.63,12272.5,12223.75,1,11/2/2023 10:28:00 AM,-550.68,0
11/2/2023 10:52:00 AM,48.75,16585.13,5.1,12260,12261.5,0.25,0.75,1,2.07,1.09,2.2667,6.1612,1.59,0.0009,0.0009,0.0011,0.0008,0.5143,-0.0016,69.42,9.18,8.6,0.03,75.7,12.61,5.79,20.69,6.2,64.94,-47.61,0.4,0.91,12270.5,12222.25,1,11/2/2023 11:03:00 AM,-235.68,0
11/3/2023 9:45:00 AM,44.75,16719.88,3.75,12404,12403.5,0,0,1,0.76,1.21,2.9,13.0105,0.92,0.0007,0.0013,0.0032,0.0023,-0.0337,0.3851,67.24,22.39,7.25,0.79,96.52,21.67,15.77,31.86,9.65,82.52,-36.11,0.8,-0.17,12405.25,12362,1,11/3/2023 10:01:00 AM,1189.32,1
11/3/2023 10:31:00 AM,44.75,16719.88,3.08,12393.75,12395.75,1.5,3,1,1.57,1.1,0.2167,17.8724,1,0.0009,0.002,0.0003,-0.0007,0.3434,1.2756,49.28,9.83,-5.87,-4.76,76.02,9.26,-14.79,0.7,-10.8,41.52,-39.19,0.4,0.11,12403.75,12359,1,11/3/2023 12:15:00 PM,1449.32,1
11/6/2023 10:04:00 AM,57.5,16885.75,4.64,12522.5,12522.5,5,1.25,-1,1.13,-0.06,-0.4833,7.6745,-0.52,-0.0004,-0.0016,-0.0013,-0.0005,0.0272,0.4615,38.93,-13.68,-1.35,0.34,27.93,-14.47,-2.41,-17.26,-1.43,-12.53,-11.3,0.6,0.12,12576.5,12519.5,1,11/6/2023 10:23:00 AM,-500.68,0
